;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;city_code;product;product_type
96/Beans/temporary;42.4;62.64;10.0;10.0;97.76;88.32142857142857;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;45.0;49.5;40.0;92.75;58.90909090909091;9d8776ac0a78d908;Beans;temporary
124/Beans/temporary;5.0;8.0;8.0;8.0;97.76;88.32142857142857;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;92.75;58.90909090909091;cf96db4cc35ea025;Beans;temporary
24/Beans/temporary;42.4;20.0;20.0;12.0;97.76;20.0;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;92.75;58.90909090909091;20e241460ce4140d;Beans;temporary
81/Beans/temporary;9.0;8.0;10.0;75.15384615384616;12.0;10.0;18.0;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;92.75;58.90909090909091;85adcb13676b6172;Beans;temporary
103/Beans/temporary;42.4;8.0;76.51851851851852;75.15384615384616;97.76;88.32142857142857;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;92.75;58.90909090909091;a7187a1b5b870cf4;Beans;temporary
3/Beans/temporary;42.4;62.64;76.51851851851852;75.15384615384616;97.76;88.32142857142857;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;92.75;58.90909090909091;062ce4c17e84291e;Beans;temporary
8/Beans/temporary;4.0;10.0;5.0;75.15384615384616;3.0;5.0;3.0;146.9090909090909;20.0;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;3.0;58.90909090909091;09791645137aa877;Beans;temporary
119/Beans/temporary;5.0;6.0;76.51851851851852;75.15384615384616;97.76;88.32142857142857;10.0;146.9090909090909;32.0;210.0;10.0;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;286.0;67.44827586206897;10.0;60.86206896551724;10.0;58.90909090909091;c129d0cd5f1afd51;Beans;temporary
42/Beans/temporary;167.0;300.0;76.51851851851852;75.15384615384616;97.76;88.32142857142857;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;1.0;67.44827586206897;49.5;60.86206896551724;92.75;58.90909090909091;4de42e351006a2ae;Beans;temporary
17/Beans/temporary;269.0;228.0;76.51851851851852;75.15384615384616;97.76;88.32142857142857;102.03571428571429;15.0;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;12.0;4.0;91.46666666666667;3.0;12.0;60.86206896551724;92.75;12.0;164c8953d3af2bbe;Beans;temporary
68/Beans/temporary;42.4;62.64;76.51851851851852;75.15384615384616;97.76;88.32142857142857;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;92.75;58.90909090909091;773cbe24d8fc9fea;Beans;temporary
80/Beans/temporary;42.4;62.64;76.51851851851852;75.15384615384616;97.76;88.32142857142857;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;92.75;60.0;857b720c7c979ae1;Beans;temporary
126/Beans/temporary;25.0;20.0;100.0;100.0;97.76;88.32142857142857;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;25.0;49.5;60.86206896551724;92.75;58.90909090909091;d42d0e216f57b2ae;Beans;temporary
22/Cassava/temporary;42.4;62.64;76.51851851851852;75.15384615384616;97.76;88.32142857142857;102.03571428571429;9330.0;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;1200.0;8910.0;91.46666666666667;67.44827586206897;1200.0;60.86206896551724;92.75;1000.0;20589298110cd872;Cassava;temporary
124/Cassava/temporary;100.0;130.0;150.0;150.0;97.76;25.0;102.03571428571429;146.9090909090909;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;8.0;30.0;30.0;30.0;92.75;58.90909090909091;cf96db4cc35ea025;Cassava;temporary
80/Cassava/temporary;45.0;60.0;60.0;60.0;60.0;60.0;102.03571428571429;120.0;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;120.0;91.46666666666667;100.0;100.0;100.0;92.75;200.0;857b720c7c979ae1;Cassava;temporary
68/Cassava/temporary;42.4;62.64;76.51851851851852;75.15384615384616;97.76;88.32142857142857;102.03571428571429;100.0;89.60714285714286;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;100.0;100.0;100.0;100.0;100.0;92.75;170.0;773cbe24d8fc9fea;Cassava;temporary
8/Cassava/temporary;4.0;2.0;2.0;2.0;3.0;2.0;3.0;146.9090909090909;1.0;78.23333333333333;89.3103448275862;72.20689655172414;82.96551724137932;57.22727272727273;129.07692307692307;91.46666666666667;67.44827586206897;49.5;60.86206896551724;2.0;58.90909090909091;09791645137aa877;Cassava;temporary
22/Cassava/temporary;1720.960975609756;100.0;50.0;50.0;50.0;50.0;1991.6114982578395;1905.4727272727273;2000.1593406593408;1544.7299145299144;1901.5030946065426;1458.9056261343012;1573.9469496021218;1082.5955710955711;1449.0494505494505;1541.273015873016;1278.2963875205255;1147.5853658536585;1135.163382594417;2131.525641025641;1192.4978354978355;a7187a1b5b870cf4;Cassava;temporary
117/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;c0019c9a4b4819f2;Palm oil;permanent
133/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;eac302b92f87d9ca;Sorghum;temporary
35/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;41e0f8ccfe523e0d;Cocoa;permanent
54/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;617532f74ef8ed73;Sorghum;temporary
58/Açaí/permanent;;324.0;;130.0;180.0;;;;;;;;;;;;;;;;;68f01d67ad163f32;Açaí;permanent
105/Açaí/permanent;;;;;;;;10.0;;;;;;;;;5.0;;;;;abcadd700f8948e3;Açaí;permanent
114/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;bce36d2f8aa39d8b;Sorghum;temporary
23/Açaí/permanent;;;;;;;;3200.0;2550.0;;;2550.0;;;;;;;;;;205ccde9be499e17;Açaí;permanent
64/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;72b65b337fc5302a;Soy;temporary
24/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;20e241460ce4140d;Cocoa;permanent
102/Açaí/permanent;;;;;;;;;;;;;35.0;;;20.0;;;;;20.0;a51be58f39d1d625;Açaí;permanent
122/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;cdc89121a4b9478b;Sorghum;temporary
3/Corn/temporary;10.0;10.0;10.0;10.0;;;;;;;;;;;;;;;;;;062ce4c17e84291e;Corn;temporary
117/Açaí/permanent;;;;;;;;;;;;2500.0;;500.0;;;;;;1750.0;;c0019c9a4b4819f2;Açaí;permanent
139/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;f67358b81451a8d1;Cocoa;permanent
22/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;20589298110cd872;Sorghum;temporary
42/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;4de42e351006a2ae;Açaí;permanent
75/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;7f076b180f941ec8;Açaí;permanent
90/Açaí/permanent;;;;;;;;;;600.0;;;510.0;;;;560.0;;;;;902f3a9003f7e637;Açaí;permanent
40/Açaí/permanent;;70.0;;;;;;;;;70.0;;;;;;;70.0;;;;4b530007d167bd54;Açaí;permanent
84/Soy/temporary;;;;;;;;;;;120.0;;;55.0;;;;;;;;878bd5338ba55697;Soy;temporary
56/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;64a227aa24370b17;Sorghum;temporary
127/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;d6f1f98b1745e004;Soy;temporary
141/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;fa005e1ffef6032a;Palm oil;permanent
102/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;a51be58f39d1d625;Soy;temporary
41/Açaí/permanent;;;50.0;;;;;;;10.0;;;;50.0;;;;;;;;4c4428f2e4550a5a;Açaí;permanent
8/Corn/temporary;12.0;22.0;6.0;10.0;6.0;3.0;6.0;;20.0;;;;;;;;;;;10.0;;09791645137aa877;Corn;temporary
8/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;09791645137aa877;Sorghum;temporary
41/Soy/temporary;;;;;;;;20.0;;;;;;;;;;;;;;4c4428f2e4550a5a;Soy;temporary
56/Açaí/permanent;;;;;;;;5.0;;;;5.0;;;;;;;;;;64a227aa24370b17;Açaí;permanent
31/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;3a8618990d23351f;Sorghum;temporary
81/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;85adcb13676b6172;Cocoa;permanent
111/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;b73e63cd3a2904c9;Soy;temporary
0/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;0307883b5d063703;Palm oil;permanent
3/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;062ce4c17e84291e;Palm oil;permanent
52/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;5e7093a1cd2a8779;Cocoa;permanent
12/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;10973d6049af898b;Cocoa;permanent
90/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;902f3a9003f7e637;Soy;temporary
140/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;f8e70145d73bd728;Soy;temporary
87/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;8ca7766621b0ffe9;Cocoa;permanent
58/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;68f01d67ad163f32;Soy;temporary
136/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;f39d21744916469c;Palm oil;permanent
112/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;ba23b66825fc1c91;Soy;temporary
123/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;cead2cbd1f8f0b86;Palm oil;permanent
28/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;351174f21316c2f0;Sorghum;temporary
68/Açaí/permanent;;;;;;;;;;;;;;;;;1141.0;;;;;773cbe24d8fc9fea;Açaí;permanent
85/Açaí/permanent;;195.0;;;;;;;195.0;;;;;195.0;;;;;;;;8910840651ee3971;Açaí;permanent
139/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;f67358b81451a8d1;Sorghum;temporary
47/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;56aa50429893f5ca;Palm oil;permanent
87/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;8ca7766621b0ffe9;Sorghum;temporary
94/Rice/temporary;;;;;;;;3550.0;;;;;;4500.0;3100.0;;2850.0;4500.0;2450.0;20.0;4500.0;9bd4f108a319de42;Rice;temporary
96/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;9d8776ac0a78d908;Soy;temporary
54/Açaí/permanent;;35950.0;;;;;;;;;;;;;;;;40000.0;35800.0;;;617532f74ef8ed73;Açaí;permanent
125/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;d0f5f5b9fcecb0d8;Soy;temporary
89/Açaí/permanent;;;;;490.0;;490.0;;;;;430.0;;;;;;;;;;8ef25b4985bc557a;Açaí;permanent
124/Cocoa/permanent;;;;;;;;;;;;;;;49.0;;;;;;;cf96db4cc35ea025;Cocoa;permanent
80/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;857b720c7c979ae1;Soy;temporary
2/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;051e9cc7d7636816;Soy;temporary
109/Soy/temporary;;;;;;;400.0;;400.0;;;;;;;;;;;400.0;;b4829f1e221d9778;Soy;temporary
57/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;66fdcb391ed58d3d;Sorghum;temporary
68/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;773cbe24d8fc9fea;Palm oil;permanent
11/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;1096f26c5a236d0b;Açaí;permanent
135/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;f1fd357c5adaa8dc;Palm oil;permanent
68/Rice/temporary;;;;;;;;;;;;;;;;;;;;;;773cbe24d8fc9fea;Rice;temporary
121/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;cb23149538de1c42;Sorghum;temporary
86/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;8a4ab531676691da;Palm oil;permanent
132/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;e635f6b0f8a98808;Soy;temporary
42/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;4de42e351006a2ae;Soy;temporary
122/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;cdc89121a4b9478b;Açaí;permanent
126/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;d42d0e216f57b2ae;Sorghum;temporary
106/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;ad622472210b0b57;Soy;temporary
96/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;9d8776ac0a78d908;Sorghum;temporary
130/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;df19203419d2ea64;Palm oil;permanent
104/Açaí/permanent;;;;128.0;;;;;;148.0;;148.0;;;;;;;;;;ab984377b2dc0284;Açaí;permanent
13/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;114487007645c940;Sorghum;temporary
102/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;a51be58f39d1d625;Sorghum;temporary
64/Palm oil/permanent;;;;;;450.0;;;;;;;;250.0;;;;;;;;72b65b337fc5302a;Palm oil;permanent
95/Açaí/permanent;;;8.0;;8.0;;;;;;;;;;;;;;;;12.0;9ce50fa197613de1;Açaí;permanent
15/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;11b6622567f98f3b;Sorghum;temporary
78/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;841ef18dcb3dbc3e;Soy;temporary
81/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;85adcb13676b6172;Sorghum;temporary
24/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;20e241460ce4140d;Palm oil;permanent
78/Açaí/permanent;;;;600.0;700.0;;;750.0;;;;;;;;;;;;;;841ef18dcb3dbc3e;Açaí;permanent
68/Corn/temporary;;;;;;;;;;;;;;;;;;;;;;773cbe24d8fc9fea;Corn;temporary
143/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;fda49275fbf5caf6;Sorghum;temporary
2/Açaí/permanent;;;6650.0;;;;;;;;8850.0;;;;;6650.0;;;;;;051e9cc7d7636816;Açaí;permanent
7/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;07ed828db19fe8ca;Soy;temporary
131/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;df2cd1cbe849ebd0;Soy;temporary
121/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;cb23149538de1c42;Açaí;permanent
110/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;b4bb04d2a6472ea0;Palm oil;permanent
0/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;0307883b5d063703;Soy;temporary
121/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;cb23149538de1c42;Soy;temporary
43/Cocoa/permanent;175.0;;129.0;180.0;129.0;;;;;;129.0;;;129.0;;;;;;129.0;388.0;505ceb6546aa8435;Cocoa;permanent
87/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;8ca7766621b0ffe9;Palm oil;permanent
16/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;13804a196311e1ba;Sorghum;temporary
14/Rice/temporary;200.0;50.0;60.0;50.0;30.0;60.0;10.0;;10.0;;10.0;;;;;;;;;10.0;;11645a57d3a1d507;Rice;temporary
140/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;f8e70145d73bd728;Sorghum;temporary
73/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;7b95e27ce402e6e5;Palm oil;permanent
40/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;4b530007d167bd54;Soy;temporary
80/Açaí/permanent;;;;;;;;;200.0;;20.0;;;;;;;20.0;;;;857b720c7c979ae1;Açaí;permanent
111/Cocoa/permanent;;6.0;;3.0;3.0;6.0;6.0;;;;;;;3.0;3.0;;;;6.0;;;b73e63cd3a2904c9;Cocoa;permanent
13/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;114487007645c940;Palm oil;permanent
62/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;70a4c62beba3c168;Sorghum;temporary
6/Açaí/permanent;;10.0;;;;;;10.0;;;;;;;;;;;;;;07ce2e79e19977e9;Açaí;permanent
37/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;44d800c11a5f3bfa;Soy;temporary
81/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;85adcb13676b6172;Açaí;permanent
44/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;50a2afbdc678a65f;Soy;temporary
59/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;6a7b8c3ab2bc6c38;Cocoa;permanent
103/Açaí/permanent;;;;;;;18.0;;;;;;;;;;;;;;;a7187a1b5b870cf4;Açaí;permanent
93/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;9bc907eeb9e3fc52;Palm oil;permanent
94/Corn/temporary;37.0;12.0;14.0;14.0;;7.0;30.0;;;;;;;;;;;;;10.0;;9bd4f108a319de42;Corn;temporary
12/Açaí/permanent;;;;;;;;20.0;;;;;10.0;;20.0;;;;;;;10973d6049af898b;Açaí;permanent
36/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;437130e27b6165ec;Sorghum;temporary
125/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;d0f5f5b9fcecb0d8;Açaí;permanent
69/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;77c880feff17c521;Palm oil;permanent
106/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;ad622472210b0b57;Cocoa;permanent
124/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;cf96db4cc35ea025;Sorghum;temporary
79/Soy/temporary;;;;;;;;;;;;;;;;25.0;;;;;;855f882ce507aba5;Soy;temporary
91/Açaí/permanent;;;120.0;140.0;;;;;;;;100.0;;;;;;;;;;93656feaf53efbef;Açaí;permanent
8/Rice/temporary;;;;;;;;;;;;;;;;;;;;;;09791645137aa877;Rice;temporary
43/Açaí/permanent;;;;;700.0;;;;;1000.0;;;;;;;;;700.0;;;505ceb6546aa8435;Açaí;permanent
19/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;18fb5197aa553b9c;Sorghum;temporary
61/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;6f911ef231b0efa7;Açaí;permanent
62/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;70a4c62beba3c168;Soy;temporary
89/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;8ef25b4985bc557a;Sorghum;temporary
40/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;4b530007d167bd54;Cocoa;permanent
113/Açaí/permanent;;;;;;;;;;;;;80.0;;;200.0;;;;130.0;;ba4547c678a9a2e6;Açaí;permanent
78/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;841ef18dcb3dbc3e;Sorghum;temporary
81/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;85adcb13676b6172;Palm oil;permanent
100/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;a454a6655aaaaaed;Sorghum;temporary
7/Palm oil/permanent;;;;;;0.0;;;;;;;;;;;;0.0;;;0.0;07ed828db19fe8ca;Palm oil;permanent
12/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;10973d6049af898b;Palm oil;permanent
6/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;07ce2e79e19977e9;Palm oil;permanent
85/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;8910840651ee3971;Palm oil;permanent
104/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;ab984377b2dc0284;Palm oil;permanent
108/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;b0e4b4b27117562a;Soy;temporary
7/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;07ed828db19fe8ca;Sorghum;temporary
74/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;7e56bd83460aabc7;Palm oil;permanent
10/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;0ea136556d12fc16;Sorghum;temporary
8/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;09791645137aa877;Cocoa;permanent
9/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;0dcbfaab30eb40c1;Sorghum;temporary
30/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;3a5d0e5eb1691b38;Sorghum;temporary
52/Açaí/permanent;;;;;;;;;90.0;;;;;;250.0;;;;;;;5e7093a1cd2a8779;Açaí;permanent
13/Açaí/permanent;;;;;;;;;;;130.0;;;;;;;;;100.0;;114487007645c940;Açaí;permanent
37/Açaí/permanent;;;;;4200.0;;;;;;;;;;3000.0;2800.0;;;;;;44d800c11a5f3bfa;Açaí;permanent
15/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;11b6622567f98f3b;Cocoa;permanent
20/Açaí/permanent;;;;;31.0;;;;;;;;31.0;;;;;;;;31.0;1bd7145ed1da044a;Açaí;permanent
87/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;8ca7766621b0ffe9;Açaí;permanent
47/Açaí/permanent;;;;;;;;;15.0;;;;;;;;;;;;;56aa50429893f5ca;Açaí;permanent
94/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;9bd4f108a319de42;Cocoa;permanent
74/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;7e56bd83460aabc7;Sorghum;temporary
106/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;ad622472210b0b57;Palm oil;permanent
30/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;3a5d0e5eb1691b38;Soy;temporary
96/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;9d8776ac0a78d908;Palm oil;permanent
52/Palm oil/permanent;;;2000.0;;;;;;;;;;;905.0;;;;;;;;5e7093a1cd2a8779;Palm oil;permanent
81/Corn/temporary;18.0;15.0;25.0;4.0;24.0;25.0;25.0;;;;;;;;;23.0;;;;;;85adcb13676b6172;Corn;temporary
112/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;ba23b66825fc1c91;Sorghum;temporary
64/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;72b65b337fc5302a;Sorghum;temporary
22/Soy/temporary;;;;;;;;12300.0;;;;;;12300.0;7069.0;;;12300.0;;;23500.0;20589298110cd872;Soy;temporary
120/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;c45d8ddba643c0d7;Soy;temporary
107/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;ae345f007f327b22;Sorghum;temporary
92/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;960b4f2c94a2fb2c;Soy;temporary
32/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;3cf541a13002d37b;Soy;temporary
132/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;e635f6b0f8a98808;Palm oil;permanent
129/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;de1994d393ef525a;Sorghum;temporary
61/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;6f911ef231b0efa7;Sorghum;temporary
62/Açaí/permanent;;;;4000.0;;;;;;;;;;;2000.0;;;;;;4000.0;70a4c62beba3c168;Açaí;permanent
36/Açaí/permanent;;;130.0;;130.0;;;;;100.0;;;;;;;;;;;;437130e27b6165ec;Açaí;permanent
18/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;18e37d24ff8517ef;Cocoa;permanent
22/Corn/temporary;;;;;;;;7200.0;;;;;;9200.0;6450.0;;;8150.0;;;10550.0;20589298110cd872;Corn;temporary
99/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;a245de687a867003;Soy;temporary
71/Açaí/permanent;;;;;;;;;;;;;;;;;;;;;;783dbed4df67af9f;Açaí;permanent
11/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;1096f26c5a236d0b;Cocoa;permanent
39/Soy/temporary;;;;;;;;6000.0;;;;;;7800.0;4000.0;;2500.0;15000.0;;;13053.0;480b0f80325080af;Soy;temporary
49/Rice/temporary;60.0;84.0;84.0;84.0;80.0;84.0;50.0;;30.0;;;;;;;;;;;30.0;;5b3728d86ce29fd2;Rice;temporary
34/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;40abcc3eff7bcf73;Sorghum;temporary
97/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;a18af8fbae254d86;Cocoa;permanent
63/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;71975b563db10671;Soy;temporary
118/Cocoa/permanent;;;;;10.0;;;;;;;;;;;;;;;;;c118b149223ba711;Cocoa;permanent
48/Açaí/permanent;;;;;;50.0;;;;;;;;50.0;;;;;;;50.0;588162e9cdf5d66d;Açaí;permanent
125/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;d0f5f5b9fcecb0d8;Sorghum;temporary
8/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;09791645137aa877;Soy;temporary
24/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;20e241460ce4140d;Sorghum;temporary
89/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;8ef25b4985bc557a;Soy;temporary
17/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;164c8953d3af2bbe;Palm oil;permanent
57/Rice/temporary;220.0;250.0;90.0;180.0;380.0;60.0;;;;25.0;;;50.0;;;;10.0;;62.0;;;66fdcb391ed58d3d;Rice;temporary
117/Cocoa/permanent;;;;;;;;;;;10.0;;;;;;;;30.0;;30.0;c0019c9a4b4819f2;Cocoa;permanent
69/Sorghum/temporary;;;;;;;;;;;;;;;;;;;;;;77c880feff17c521;Sorghum;temporary
0/Rice/temporary;46.0;10.0;;20.0;;25.0;;;;;;;;;;;;;;;;0307883b5d063703;Rice;temporary
123/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;cead2cbd1f8f0b86;Cocoa;permanent
34/Cocoa/permanent;;;;3.0;8.0;;;;;;;;;;;3.0;;;;;;40abcc3eff7bcf73;Cocoa;permanent
